,Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type,Consumer_Rating_binned
906,2022,Honda,Pilot TrailSport,New,43105.0,4.8,1780,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H80NB093013,NB093013,3.0,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer,4
907,2022,Honda,Pilot EX-L,New,42000.0,4.4,845,Platinum White,Beige,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H53NB038023,101941,2.0,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer,4
908,2022,Honda,Pilot Sport,New,42970.0,5.0,251,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H3XNB085067,39936,6.0,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer,5
909,2022,Honda,Pilot EX-L,New,47995.0,5.0,292,Platinum White Pearl,Beige,Front-wheel Drive,Gasoline,9-SPEED A/T,V6 Cylinder Engine,5FNYF5H56NB037996,H1382,5.0,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer,5
910,2023,Honda,CR-V EX,New,34250.0,4.3,3504,Radiant Red Metallic,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V DOHC,2HKRS4H47PH401008,181884,11.0,5.0,5.0,5.0,4.0,4.0,5.0,AZ,Dealer,4
911,2022,Honda,Odyssey Touring,Used,40950.0,5.0,615,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic,V6 Cylinder Engine,5FNRL6H85NB007952,007952,26011.0,4.3,4.4,4.3,4.1,4.3,4.3,UT,Dealer,5
912,2022,Honda,Passport TrailSport,Used,40243.0,4.2,149,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H65NB002005,K2P422A,10814.0,5.0,5.0,4.9,5.0,4.9,5.0,ID,Dealer,4
914,2023,Honda,CR-V Hybrid Sport Touring,New,39240.0,4.7,790,Radiant Red Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H94PH806279,236024,10.0,5.0,3.0,4.0,4.0,5.0,5.0,WA,Dealer,4
915,2023,Honda,CR-V EX-L,New,36900.0,4.7,1056,Platinum White Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H7XPH400073,238001,19.0,5.0,5.0,5.0,4.0,4.0,5.0,WA,Dealer,4
916,2022,Honda,Accord Sport 1.5T,New,30469.0,5.0,5,Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,continuously variable,4 Cylinder Engine,1HGCV1F35NA072384,22028,5.0,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer,5
917,2022,Honda,CR-V Touring,New,38239.0,4.8,5,Radiant Red Metallic,–,All-wheel Drive,Gasoline,continuously variable w/sport mode,4 Cylinder Engine,7FARW2H95NE051267,22044,172.0,4.9,4.8,4.7,4.8,4.7,4.9,OK,Dealer,4
918,2022,Honda,Accord Sport 1.5T,New,30469.0,5.0,5,Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,continuously variable,4 Cylinder Engine,1HGCV1F31NA108250,22047,2.0,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer,5
919,2022,Honda,Accord Sport 1.5T,New,30470.0,4.4,877,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F3XNA109204,HN231,5.0,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer,4
920,2022,Honda,Accord Sport 2.0T,New,34150.0,4.8,2503,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F34NA020153,H2020153,0.0,5.0,5.0,5.0,5.0,5.0,5.0,TX,Dealer,4
922,2022,Honda,Pilot EX-L,New,41605.0,4.6,880,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H52NB038997,NB038997,7.0,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer,4
924,2022,Honda,Accord Sport 1.5T,New,30470.0,4.0,228,Pearl,–,FWD,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F35NA123415,AC23415,11.0,5.0,5.0,5.0,5.0,5.0,5.0,KS,Dealer,4
925,2014,Honda,Accord LX,Used,18998.0,4.7,2,Silver,Black,FWD,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F37EA188678,23714328,87723.0,4.6,4.6,4.6,4.6,4.7,4.8,TX,Dealer,4
926,2022,Honda,Pilot Special Edition,New,45138.0,4.5,1627,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H25NB096162,NB096162,6.0,5.0,5.0,5.0,5.0,5.0,5.0,IA,Dealer,4
927,2022,Honda,Accord Hybrid Touring,New,40174.0,4.5,230,Crystal Black Pearl,–,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F94NA040185,NA040185,4.0,4.9,5.0,5.0,4.9,4.9,5.0,TX,Dealer,4
928,2023,Honda,CR-V Hybrid Sport Touring,New,40382.0,3.8,596,Canyon River Blue Metallic,Black,All-wheel Drive,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,7FARS6H90PE002354,8BH737N,6.0,5.0,3.0,4.0,4.0,5.0,5.0,MN,Dealer,3
929,2013,Honda,CR-Z Base (M6),Used,12599.0,4.8,1727,White,Black,Front-wheel Drive,Hybrid,Manual,Gas/Electric I4 1.5L/91,JHMZF1C46DS003780,6AW247T,68265.0,4.4,4.5,4.5,4.4,4.8,4.7,MN,Dealer,4
930,2021,Honda,Pilot Special Edition,Used,36495.0,4.4,202,Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H27MB101733,TDN101733,16265.0,4.9,4.8,4.8,4.7,4.7,4.8,IA,Dealer,4
931,2018,Honda,HR-V LX,Used,19592.0,4.4,202,Blue,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H35JG720852,TDU720852,48626.0,4.7,4.5,4.7,4.6,4.8,4.8,IA,Dealer,4
932,2022,Honda,Pilot TrailSport,New,46500.0,3.7,270,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H87NB102239,22H709,2.0,5.0,5.0,5.0,5.0,5.0,5.0,IA,Dealer,3
933,2022,Honda,Pilot Elite,New,50060.0,4.6,1607,Deep Scarlet Pearl,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H09NB094851,NB094851,10.0,5.0,5.0,5.0,5.0,5.0,5.0,TN,Dealer,4
934,2022,Honda,Pilot TrailSport,New,44183.0,5.0,1516,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H86NB099219,22809,6.0,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer,5
935,2023,Honda,CR-V EX,New,33855.0,4.7,1,Alabaster Silver Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H43PE008058,40T457,5.0,5.0,5.0,5.0,4.0,4.0,5.0,IL,Dealer,4
936,2022,Honda,Pilot TrailSport,New,44605.0,4.1,522,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H84NB098148,NB098148,5.0,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer,4
937,2022,Honda,Pilot TrailSport,New,45500.0,5.0,3543,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H80NB101708,98373,7.0,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer,5
938,2022,Honda,Pilot Touring 7-Passenger,New,47860.0,5.0,3543,Platinum White Pearl,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H61NB101425,98326,5.0,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer,5
939,2023,Honda,Ridgeline RTL-E,New,45485.0,4.5,1020,Obsidian Blue Pearl,Gray,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FPYK3F72PB008395,30087,0.0,5.0,4.8,4.8,4.2,5.0,5.0,IL,Dealer,4
942,2022,Honda,Pilot TrailSport,New,46500.0,4.6,1874,Sonic Gray Pearl,–,AWD,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H87NB102774,NB102774,8.0,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer,4
943,2022,Honda,Pilot Sport,New,41770.0,4.8,1978,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H35NB092301,22842,3.0,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer,4
944,2022,Honda,Pilot TrailSport,New,46500.0,4.4,1789,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H87NB099987,H28243,19.0,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer,4
945,2023,Honda,HR-V LX,New,26790.0,4.7,739,Platinum White Pearl,Gray,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ2H33PM717453,C17564,3.0,4.0,5.0,4.0,5.0,5.0,5.0,IL,Dealer,4
946,2022,Honda,Pilot TrailSport,New,43637.0,3.4,140,Platinum White Pearl,Black,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF6H86NB103821,VDF103821,11.0,5.0,5.0,5.0,5.0,5.0,5.0,IN,Dealer,3
947,2022,Honda,CR-V EX,Used,30500.0,4.8,3,Platinum White Pearl,Ivory,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H50NE019324,TNE019324,7709.0,4.9,4.8,4.7,4.8,4.7,4.9,IN,Dealer,4
948,2019,Honda,Pilot EX-L,Used,29990.0,5.0,2014,Maroon,–,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H58KB077272,S18351A,60209.0,4.8,4.7,4.7,4.6,4.7,4.8,IN,Dealer,5
949,2023,Honda,Ridgeline RTL,New,42330.0,5.0,2634,Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F53PB019307,23H206,8.0,5.0,4.8,4.8,4.2,5.0,5.0,IN,Dealer,5
950,2022,Honda,Ridgeline Black Edition,New,49260.0,4.7,64,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F8XNB027993,L220529,8702.0,5.0,4.9,4.9,4.3,4.7,5.0,IN,Dealer,4
951,2019,Honda,Pilot EX-L,Used,28400.0,4.7,17,White Diamond Pearl,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H50KB018582,N018582,54989.0,4.8,4.7,4.7,4.6,4.7,4.8,IN,Dealer,4
952,2023,Honda,Odyssey Touring,New,46290.0,5.0,5663,Radiant Red,Beige,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H84PB024793,B024793,1.0,5.0,5.0,4.0,4.0,4.0,5.0,KY,Dealer,5
953,2019,Honda,Passport Sport,Used,20999.0,5.0,1757,Blue,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H20KB008748,223077,109470.0,4.8,4.7,4.7,4.6,4.7,4.8,AL,Dealer,5
954,2023,Honda,CR-V Hybrid Sport Touring,New,39845.0,4.7,334,Crystal Black Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H94PH800451,H800451,8.0,5.0,3.0,4.0,4.0,5.0,5.0,KY,Dealer,4
955,2022,Honda,Pilot Sport,New,41770.0,4.8,2242,Sonic Gray Pearl,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H3XNB102868,NB102868,5.0,5.0,5.0,5.0,5.0,5.0,5.0,TN,Dealer,4
957,2022,Honda,Accord Sport 2.0T,New,35150.0,5.0,2546,Still Night Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F39NA019158,NA019158,14.0,5.0,5.0,5.0,5.0,5.0,5.0,GA,Dealer,5
958,2022,Honda,Accord Sport 2.0T,New,34755.0,5.0,2546,Lunar Silver Metallic,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F38NA022245,NA022245,20.0,5.0,5.0,5.0,5.0,5.0,5.0,GA,Dealer,5
959,2022,Honda,Accord Hybrid Base,New,32560.0,5.0,306,Sonic Gray Pearl,Blk Fabric W/Synthetic Lt,Front-wheel Drive,Hybrid,eCVT,4 Cylinder Engine,1HGCV3F27NA048042,220058,0.0,4.9,5.0,5.0,4.9,4.9,5.0,MI,Dealer,5
960,2022,Honda,Pilot Elite,New,52060.0,4.8,3335,Platinum White Pearl,Black,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF6H04NB098614,NG24001,0.0,5.0,5.0,5.0,5.0,5.0,5.0,GA,Dealer,4
962,2020,Honda,Accord Touring 2.0T,Used,31998.0,4.8,3,White,Ivory,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F95LA006750,23567305,39088.0,4.8,4.8,4.8,4.8,4.9,4.9,GA,Dealer,4
963,2021,Honda,Pilot Touring 7-Passenger,Used,38859.0,4.8,64,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H65MB042717,F1199A,23015.0,4.9,4.8,4.8,4.7,4.7,4.8,OH,Dealer,4
964,2022,Honda,Passport TrailSport,New,44265.0,4.5,170,Lunar Silver Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H63NB029929,W20657,5.0,5.0,5.0,4.9,5.0,4.9,5.0,OH,Dealer,4
965,2015,Honda,Pilot EX-L,Used,19500.0,4.8,822,–,–,Four-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF4H57FB026324,26324T,70384.0,4.8,4.7,4.7,4.8,4.6,4.9,OH,Dealer,4
966,2022,Honda,Pilot Special Edition,New,42600.0,4.8,140,Platinum,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H2XNB026764,H4010,4.0,5.0,5.0,5.0,5.0,5.0,5.0,NC,Dealer,4
968,2023,Honda,Odyssey Elite,New,51310.0,4.8,551,Platinum White Pearl,Beige,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H96PB020673,24185,5.0,5.0,5.0,4.0,4.0,4.0,5.0,NC,Dealer,4
969,2023,Honda,Odyssey Sport,New,46250.0,4.4,20,Sonic Gray Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H79PB027373,HO7523,11.0,5.0,5.0,4.0,4.0,4.0,5.0,NC,Dealer,4
971,2023,Honda,CR-V EX-L,New,36505.0,4.7,0,Mountain Air Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H71PE011700,PE011700,5.0,5.0,5.0,5.0,4.0,4.0,5.0,NC,Dealer,4
972,2016,Honda,Pilot Touring,Used,21529.0,4.8,1278,–,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H94GB049303,CHH230073,114602.0,4.7,4.6,4.5,4.4,4.6,4.6,FL,Dealer,4
973,2013,Honda,CR-V LX,Used,14998.0,4.5,2,White,Gray,All-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RM4H30DL061221,23466173,124293.0,4.5,4.5,4.5,4.5,4.5,4.6,VA,Dealer,4
975,2023,Honda,Odyssey Elite,New,51960.0,4.7,2444,Obsidian Blue Pearl,–,FWD,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H9XPB036567,PB036567,6.0,5.0,5.0,4.0,4.0,4.0,5.0,FL,Dealer,4
976,2022,Honda,Pilot Black Edition,New,51560.0,4.7,2444,Sonic Gray Pearl,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H72NB102950,NB102950,5.0,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer,4
978,2022,Honda,Pilot Sport,New,43310.0,5.0,1,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H38NB037349,N11321,18.0,5.0,5.0,5.0,5.0,5.0,5.0,NC,Dealer,5
979,2022,Honda,CR-V Hybrid EX-L,Used,37595.0,4.3,427,White,Black,All-wheel Drive,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,5J6RT6H82NL004448,9174A,16198.0,4.6,4.9,4.5,4.6,4.8,4.7,FL,Dealer,4
980,2020,Honda,CR-V Hybrid EX-L,Used,32977.0,4.1,679,Platinum,–,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,7FART6H89LE012931,H702779A,9659.0,4.7,4.6,4.3,4.3,4.6,4.6,FL,Dealer,4
981,2015,Honda,Odyssey EX,Used,16772.0,4.6,2166,White Diamond Pearl,Beige,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H47FB068602,PX072828A,98943.0,4.8,4.6,4.7,4.6,4.7,4.8,FL,Dealer,4
983,2022,Honda,Accord Sport 1.5T,New,30470.0,4.7,2681,Still Night Pearl,–,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F35NA090786,NA090786,4.0,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer,4
985,2022,Honda,Accord Sport 2.0T,New,34055.0,5.0,1664,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F30NA024250,35532,11.0,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer,5
986,2023,Honda,Odyssey Elite,New,51310.0,4.4,878,Platinum White Pearl,Beige,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H96PB026358,40004-02,10.0,5.0,5.0,4.0,4.0,4.0,5.0,VA,Dealer,4
987,2021,Honda,Ridgeline RTL,Honda Certified,39000.0,4.0,730,Black,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F53MB025572,9038776A,732.0,4.9,4.7,4.7,4.5,4.9,4.6,MD,Dealer,4
988,2022,Honda,Accord Hybrid Sport,New,32560.0,5.0,7,Still Night Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F27NA046789,50101,3.0,4.9,5.0,5.0,4.9,4.9,5.0,NY,Dealer,5
989,2023,Honda,HR-V LX,New,25045.0,4.7,2284,Lunar Silver Metallic,–,Front-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC,3CZRZ1H31PM720961,PM720961,12.0,4.0,5.0,4.0,5.0,5.0,5.0,FL,Dealer,4
991,2022,Honda,Pilot TrailSport,New,46500.0,4.7,502,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H83NB089456,NB089456,3.0,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer,4
992,2022,Honda,Pilot Special Edition,New,44205.0,5.0,961,Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H21NB080105,40550-01,7.0,5.0,5.0,5.0,5.0,5.0,5.0,NJ,Dealer,5
993,2022,Honda,Ridgeline RTL-E,New,45760.0,5.0,1571,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F76NB034964,H221085,12.0,5.0,4.9,4.9,4.3,4.7,5.0,NJ,Dealer,5
994,2010,Honda,Civic LX,Used,8900.0,5.0,7642,Crystal Black Pearl,Gray,Front-wheel Drive,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,2HGFA1F57AH542324,PH513710AA,61155.0,4.4,4.5,4.5,4.7,4.6,4.9,NJ,Dealer,5
997,2023,Honda,Ridgeline RTL-E,New,45420.0,4.3,1925,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F78PB011494,PB011494,8.0,5.0,4.8,4.8,4.2,5.0,5.0,CT,Dealer,4
998,2022,Honda,Ridgeline RTL-E,New,44045.0,5.0,951,Obsidian Blue Pearl,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F75NB009649,NB009649,11.0,5.0,4.9,4.9,4.3,4.7,5.0,MA,Dealer,5
999,2022,Honda,Ridgeline Black Edition,New,46865.0,5.0,951,Black,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F8XNB036127,NB036127R,10.0,5.0,4.9,4.9,4.3,4.7,5.0,MA,Dealer,5
1000,2022,Honda,Accord Sport 2.0T,New,35150.0,5.0,9,Still Night Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F30NA019193,00821561,5.0,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer,5
1001,2022,Honda,Passport EX-L,New,42073.0,4.9,768,Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H50NB031967,C231967,0.0,5.0,5.0,4.9,5.0,4.9,5.0,CA,Dealer,4
1002,2022,Honda,CR-V Touring,New,38240.0,4.8,11,Platinum White Pearl,Ivory,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H91NE048219,22H0121,6.0,4.9,4.8,4.7,4.8,4.7,4.9,CA,Dealer,4
1005,2023,Honda,CR-V EX,New,32750.0,4.7,12,Mountain Air Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS3H41PE002463,5702463A,5.0,5.0,5.0,5.0,4.0,4.0,5.0,CA,Dealer,4
1006,2023,Honda,HR-V EX-L,New,29145.0,4.6,23,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ1H77PM715900,30407,14.0,4.0,5.0,4.0,5.0,5.0,5.0,CA,Dealer,4
1007,2023,Honda,Odyssey EX-L,New,42250.0,4.4,18,Platinum,Beige,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H6XPB029088,7529088,10.0,5.0,5.0,4.0,4.0,4.0,5.0,CA,Dealer,4
1008,2022,Honda,Pilot Sport,New,40770.0,5.0,333,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H32NB100774,78722,5.0,5.0,5.0,5.0,5.0,5.0,5.0,NV,Dealer,5
1009,2016,Honda,Civic LX,Used,15750.0,4.6,648,Lunar Silver Metallic,Black / Gray,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC4B51GH303751,D6833,83306.0,4.6,4.6,4.6,4.6,4.8,4.6,CO,Dealer,4
1010,2020,Honda,Passport EX-L,Used,33488.0,5.0,747,Green,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H5XLB015238,47956A,36746.0,4.9,4.8,4.8,4.6,4.8,4.8,ID,Dealer,5
1011,2021,Honda,Passport Touring,Used,42488.0,5.0,747,Gray,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H94MB006121,6440PH,24076.0,4.9,4.7,4.8,4.6,4.8,4.8,ID,Dealer,5
1012,2022,Honda,Passport TrailSport,New,47453.0,5.0,2459,Black,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H68NB028078,H220983,1103.0,5.0,5.0,4.9,5.0,4.9,5.0,NM,Dealer,5
1013,2020,Honda,Insight EX,Honda Certified,26596.0,4.8,725,Crystal Black Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F55LE000980,LE000980A,20220.0,4.5,4.8,4.5,4.8,4.9,5.0,OR,Dealer,4
1014,2012,Honda,CR-Z Base,Used,9987.0,4.8,116,Blue,–,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI SOHC Hybrid,JHMZF1D43CS005239,224188,123340.0,4.2,4.7,4.4,4.8,4.9,4.8,OR,Dealer,4
1016,2022,Honda,CR-V Touring,New,37820.0,4.2,824,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H94NH616427,23198,3000.0,4.9,4.8,4.7,4.8,4.7,4.9,CO,Dealer,4
1017,2019,Honda,Civic LX,Used,20998.0,4.9,1,Gray,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F69KH570023,23020745,40525.0,4.8,4.8,4.9,4.8,4.9,4.9,WA,Dealer,4
1019,2022,Honda,Pilot Special Edition,New,41498.0,4.8,2503,Lunar Silver Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H29NB103419,H2103419,0.0,5.0,5.0,5.0,5.0,5.0,5.0,TX,Dealer,4
1020,2022,Honda,Odyssey Touring,Honda Certified,42827.0,4.8,578,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H82NB027057,NB027057A,25816.0,4.3,4.4,4.3,4.1,4.3,4.3,TX,Dealer,4
1021,2022,Honda,Pilot Sport,New,41375.0,4.6,880,Obsidian Blue Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H39NB073136,NB073136,709.0,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer,4
